timestamp_utc,spot_id,spot_label,status,status_since_utc,track_id,vehicle_type,confidence,dwell_seconds,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2026-07-16T06:44:21.816621+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:44:21.816621+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:45:24.107107+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:46:30.504815+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:47:22.472515+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:48:26.425689+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:49:21.936081+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:50:22.695628+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:51:22.281351+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:52:23.777703+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:53:30.581614+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:54:23.779855+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:55:22.828581+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_15,Spot 15,Empty,2026-07-16T01:31:18.514847+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_16,Spot 16,Empty,2026-07-15T23:47:19.359895+00:00,,,,,,,,
2026-07-16T06:56:24.452941+00:00,spot_17,Spot 17,Empty,2026-07-15T22:07:56.995123+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_1,Spot 1,Empty,2026-07-15T21:26:26.643038+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_2,Spot 2,Empty,2026-07-16T01:23:18.645826+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_3,Spot 3,Empty,2026-07-15T22:40:07.061940+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_4,Spot 4,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_5,Spot 5,Empty,2026-07-16T01:06:20.286517+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_6,Spot 6,Empty,2026-07-16T00:26:19.545449+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_7,Spot 7,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_8,Spot 8,Empty,2026-07-16T03:03:18.447254+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_9,Spot 9,Empty,2026-07-16T02:51:18.335497+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_10,Spot 10,Empty,2026-07-15T22:48:20.667937+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_11,Spot 11,Empty,2026-07-16T03:15:20.169997+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_12,Spot 12,Empty,2026-07-16T01:30:22.366375+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_13,Spot 13,Empty,2026-07-15T22:25:48.669474+00:00,,,,,,,,
2026-07-16T06:57:21.714800+00:00,spot_14,Spot 14,Empty,2026-07-16T01:00:26.072271+00:00,,,,,,,,
